id,score,category,text
4457,5,positive,"['buah', 'segergak', 'sesal', 'deh', 'belanja', 'segaripelayanannya', 'memuaskankalo', 'kosong', 'ada', 'konfirmasi']"
4458,5,positive,"['senang', 'banget', 'belanja', 'segar', 'harga', 'jangkau', 'kualitas', 'premium', 'promo', 'gratis']"
4459,4,positive,"['puas', 'banget', 'belanja', 'barang', 'fresh', 'harga', 'ok']"
4460,5,positive,"['sayur', 'segar']"
4461,5,positive,"['perdana', 'coba', 'muas', 'kualitas', 'dtgnya', 'cepat', 'moga', 'cocok']"
4462,4,positive,"['muas', 'packing', 'bagusharga', 'lumayan']"
4463,5,positive,"['fresh', 'produknyakualitas', 'bagusn', 'antar', 'waktumuantaaapppthanks', 'segar']"
4464,5,positive,"['discount', 'sayur', 'lengkap', 'sampai', 'jarang', 'pasar', 'tradisionil']"
4465,3,neutral,"['langsung', 'kirim', 'harus', 'tunggu', 'hari', 'aga', 'haha']"
4466,5,positive,"['sayur', 'segardagingan', 'packingnya', 'aman', 'bgtharga', 'saing', 'kemarin', 'belanja', 'pas', 'promo', 'free', 'minyak', 'goreng', 'lumayan', 'banget', 'siisering', 'promo', 'yaasukses', 'segar']"
4467,5,positive,"['sayur', 'daging', 'fresh']"
4468,5,positive,['puas']
4469,5,positive,"['produk', 'fresh', 'banget', 'emas', 'rapi', 'jenis', 'daging', 'ikan', 'bubble', 'wrape', 'khusus', 'ice', 'gel', 'gratis', 'ongkir', 'tingkat', 'kualitas']"
4470,5,positive,"['senang', 'belanja']"
4471,5,positive,"['buah', 'sayur', 'freshpuas', 'blanja', 'segar', 'biarpun', 'harus', 'tunggu', 'kirim']"
4472,5,positive,"['saya', 'puas', 'belanja', 'disegaridaging', 'sayuranbuahdll', 'fresdan', 'gratis', 'voucerdan', 'discon', 'ayo', 'belum', 'belanjacoba', 'belanja', 'disegarimantap', 'loh']"
4473,5,positive,"['puas', 'belanja', 'segar', 'barang', 'fresh', 'dapat', 'disc', 'hadiah', 'minyak', 'terima kasih', 'segar', 'next', 'order', 'lagi']"
4474,5,positive,"['gambar', 'asli', 'sesuai', 'sayur', 'buah', 'bentuk', 'aman', 'rumah', 'enggak', 'ribet', 'bau', 'pengwmasannya', 'rapi', 'banget', 'pokok', 'puas']"
4475,5,positive,"['mantap', 'banget', 'jangkau']"
4476,5,positive,"['layan', 'buah', 'segar', 'hadiah', 'tahan', 'bagus']"
4477,5,positive,"['puasa', 'banget']"
4478,5,positive,"['mantap', 'segar', 'kualitas']"
4479,5,positive,"['kali', 'pagi', 'lagi', 'terimakasih']"
4480,5,positive,['keren']
4481,5,positive,"['ok', 'promo']"
4482,5,positive,"['praktis', 'discon']"
4483,4,positive,"['promo', 'ribu', 'dapat', 'minyak', 'sudah', 'enggak', 'dapat', 'minyak']"
4484,5,positive,"['produk', 'segar']"
4485,5,positive,"['bismillah', 'moga', 'bisa', 'langgan']"
4486,5,positive,"['segar', 'produk', 'segar', 'bonus']"
4487,5,positive,"['first', 'time', 'shopping', 'at', 'segar', 'really', 'like', 'itu', 'buah', 'sayur', 'segar', 'long', 'exp', 'date']"
4488,5,positive,['mantap']
4489,5,positive,"['segar', 'pagi', 'waktu', 'segar', 'sayur', 'buah', 'bonus', 'juga', 'ok', 'langganantx']"
4490,5,positive,"['produk', 'fresh', 'gratis', 'ongkir', 'tunggu', 'promo', 'gratis', 'minyak', 'goreng']"
4491,5,positive,['puas']
4492,5,positive,"['segar', 'top', 'barang', 'benar', 'segar', 'layan']"
4493,3,neutral,"['mantap', 'sukses', 'segar']"
4494,5,positive,"['brang', 'pesan', 'fresh']"
4495,5,positive,"['kirim', 'cepat', 'puas', 'belanja', 'segar']"
4496,5,positive,"['puas', 'belanja', 'segar', 'barang', 'fresh', 'bonus', 'segar', 'is', 'the', 'best']"
4497,5,positive,"['recomendeddan', 'muas']"
4498,5,positive,['murah']
4499,5,positive,"['buah', 'kirim', 'segar', 'fresh']"
4500,5,positive,"['banyak', 'discon']"
4501,5,positive,"['yesok', 'repot', 'marketkl', 'nyaman', 'pergi', 'promonyamanthankyou']"
4502,5,positive,"['efisien', 'promo']"
4503,5,positive,"['buah', 'kirim', 'bagus', 'kurir', 'ramah', 'terima kasih', 'segar']"
4504,5,positive,"['buah', 'sayur', 'segar', 'mengecewakantrimakasih', 'segar']"
4505,5,positive,"['aplikasi', 'ajar', 'mah', 'the', 'bestjadi', 'candu', 'blanja', 'dibuatnyajadi', 'rajin', 'masak', 'blanja', 'sayur', 'aplikasi']"
4506,5,positive,"['produk', 'segar', 'uyk', 'sayur', 'manis', 'segar', 'buah', 'pilih']"
4507,5,positive,"['allhamdulillah', 'dapat', 'toko', 'belanja', 'sesuai', 'amanah', 'harga', 'enggak', 'mahal', 'banget', 'kayak', 'toko', 'belah', 'harga', 'lebih', 'beda', 'dikit', 'sama', 'harga', 'pasar', 'dan', 'saya', 'langgaanan', 'dengan', 'segar', 'selalu', 'sukses', 'segar', 'tahan', 'kualitas']"
4508,5,positive,['good']
4509,5,positive,"['packing', 'rapi', 'buah', 'sayur', 'segar']"
4510,5,positive,"['segar', 'keren', 'cepat', 'kirim', 'pokok', 'muas']"
4511,5,positive,"['barang', 'bagus', 'kecewa', 'saya', 'suka', 'puas', 'belanja', 'segar']"
4512,5,positive,"['alhamdulillah', 'paket', 'rumah', 'sesuai', 'pesan', 'sayur', 'segar', 'daging', 'ayam', 'ikan', 'dipacking', 'rapi', 'aman', 'puas', 'belanja', 'segar', 'next', 'repeat', 'order', 'thank', 'you', 'segar']"
4513,5,positive,"['tagih', 'blanja', 'segar']"
4514,5,positive,"['barang', 'segerpacking', 'rapi', 'bagus']"
4515,5,positive,"['barangy', 'bagus', 'sayur', 'daging', 'segar', 'terima', 'kasih', 'segar', 'sukses']"
4516,5,positive,"['muas', 'kurir', 'ramah', 'produk', 'masih', 'segar', 'rekomended']"
4517,5,positive,"['bagus', 'produk']"
4518,5,positive,"['mantul', 'promonya', 'produk', 'fresh']"
4519,5,positive,"['belanja', 'gari', 'dapat', 'bonus', 'minyak', 'liter', 'senang', 'terima kasih', 'segar']"
4520,5,positive,"['langgan', 'belanja', 'produk', 'segar', 'layan', 'luarbiasa', 'produk', 'antar', 'dari', 'jam', 'saya', 'langsung', 'kasih', 'voucher']"
4521,5,positive,"['barang', 'segar', 'packingnya', 'aman', 'banyak', 'pot', 'disko', 'terimakasih', 'segar']"
4522,5,positive,"['bantu', 'banget', 'irt', 'anak', 'bayi', 'mana', 'belanja', 'sayur', 'dll', 'pasar']"
4523,5,positive,"['bintang', 'bicara']"
4524,5,positive,"['senang', 'belanja', 'jari', 'hemat', 'hemat', 'budget', 'fresh', 'promo']"
4525,1,negative,"['kapok', 'belanja', 'segar', 'otw', 'uninstal']"
4526,1,negative,"['situ', 'tera', 'jadetabek', 'eh', 'pas', 'masuk', 'alamat', 'kirim', 'terang', 'luar', 'jangkau', 'kirim', 'pilih', 'otw', 'uninstall']"
4527,5,positive,"['buah', 'segar', 'segar']"
4528,5,positive,"['suka', 'banget', 'belanja', 'segarikualitasnya', 'oke', 'harga', 'terjangkauyg', 'gratis', 'ongkir']"
4529,5,positive,"['wow', 'promo']"
4530,5,positive,['puas']
4531,5,positive,"['sesuai', 'pesananbeneran', 'segar']"
4532,5,positive,"['kirim', 'buah', 'segar', 'segar', 'harga', 'mahal', 'antar', 'waktukami', 'senang', 'puas']"
4533,5,positive,"['barang', 'tidakmengecewakankualitasnya', 'jamin']"
4534,5,positive,"['moga', 'depan', 'layan', 'mutu', 'kualitas', 'barang', 'tetap']"
4535,5,positive,"['kualitas', 'produk', 'packing', 'rapi']"
4536,5,positive,"['produk', 'segar', 'kualitas']"
4537,5,positive,"['barang', 'oke', 'datang', 'cepat']"
4538,5,positive,"['tahan', 'kualitas', 'segeran']"
4539,5,positive,['kualitas']
4540,5,positive,"['oke', 'banget']"
4541,5,positive,"['puas', 'kualitas', 'buah', 'top', 'banget', 'terima kasih', 'segar']"
4542,5,positive,['puas']
4543,5,positive,"['sayur', 'buah', 'segar', 'harga', 'jangkau']"
4544,4,positive,['muas']
4545,5,positive,"['puaaas', 'belanja', 'segar', 'sayur', 'buah', 'daging', 'benar', 'segaaar', 'packingnya', 'ok']"
4546,5,positive,['puasss']
4547,5,positive,"['puas', 'belanja', 'segar']"
4548,4,positive,"['layan', 'bagus']"
4549,1,negative,"['kurir', 'lambat', 'pesan', 'datang', 'jam', 'enggak', 'niat', 'jual']"
4550,5,positive,['sukaakk']
4551,5,positive,"['segar', 'mantap']"
4552,5,positive,"['puas', 'belanja', 'segar', 'dapat', 'promo', 'buah', 'sayur', 'bagus', 'packing', 'bagus', 'harga', 'jangkau', 'terimakasih', 'segar']"
4553,5,positive,"['bahan', 'bagus', 'kirim', 'juga', 'aman', 'banget']"
4554,5,positive,"['order', 'perdana', 'terimakasih']"
4555,5,positive,"['terima kasih', 'segar', 'bantu', 'saya', 'dagang', 'makan', 'bahan', 'dapur', 'murah', 'bagus', 'barang']"
4556,5,positive,"['kualitas', 'premium']"
4557,5,positive,"['oke', 'banget', 'belanja', 'disinikemasannya', 'aman', 'rapihproduk', 'sayur', 'segar', 'semuasuka', 'banget', 'deh']"
4558,5,positive,"['segar', 'sesuai', 'nama']"
4559,5,positive,"['bagus', 'banget', 'buah', 'segar', 'segar']"
4560,5,positive,['fresh']
4561,5,positive,"['alhamdulillah', 'dari', 'sekian', 'belnja', 'sayur', 'online', 'ketemu', 'dnga', 'segar', 'babyshops']"
4562,5,positive,"['kirim', 'cepat']"
4563,5,positive,"['good', 'banyak', 'promo', 'item']"
4564,5,positive,"['pesan', 'buah', 'mudah', 'kirim']"
4565,5,positive,"['mantap', 'banget', 'buah', 'fresh', 'banget', 'manis', 'ayam', 'segar', 'tak', 'segar', 'moga', 'sukses']"
4566,5,positive,"['murah', 'murah', 'lumayan', 'pasar']"
4567,5,positive,"['kirim', 'barangnyapunbagus']"
4568,3,neutral,"['mitra', 'reaponnya', 'bagaimana']"
4569,5,positive,"['keren', 'buah', 'bagus']"
4570,5,positive,"['buah', 'buah', 'sayur', 'masih', 'fresh', 'dapat', 'diskon', 'promo', 'free', 'minyak', 'goreng', 'beli']"
4571,5,positive,"['sayur', 'daging', 'segar', 'kemas', 'rapi', 'tebal', 'saftey', 'banget', 'pokok', 'suka', 'belanja', 'rekomended']"
4572,5,positive,['baik']
4573,5,positive,"['barang', 'segar', 'puas', 'deh', 'pokok']"
4574,5,positive,"['buah', 'kirim', 'ok', 'banget']"
4575,5,positive,"['buah', 'segar', 'puas', 'belanja', 'hari', 'diskon']"
4576,5,positive,"['puas', 'banget']"
4577,5,positive,"['alhamdulilah', 'paket', 'terima', 'bagus', 'semuah', 'bagus', 'terima', 'kasih', 'segar', 'kerjasamanya', 'promo', 'buah', 'sayur']"
4578,5,positive,"['moga', 'segar', 'sukses']"
4579,5,positive,"['fast', 'respon']"
4580,5,positive,"['dapat', 'promo', 'belanja', 'min', 'dapat', 'minyak', 'goreng', 'pas', 'minyak', 'mahal', 'terima kasih', 'segar']"
4581,5,positive,"['moga', 'tahan', 'kesegaranny', 'trz', 'banyak', 'promosi', 'lagi']"
4582,5,positive,"['buah', 'segar', 'daging', 'ayam', 'fresh', 'terima kasih']"
4583,5,positive,"['buah', 'segar', 'segar']"
4584,5,positive,"['muas', 'bangetaq', 'sukaaq', 'suka']"
4585,5,positive,"['barang', 'kualitas', 'bagus', 'buah', 'fresh']"
4586,3,neutral,"['pesan', 'hari', 'pagi', 'jam', 'wa', 'jalan', 'jam', 'belum', 'jawab', 'dalamperjalanan', 'jam', 'wa', 'sayur', 'kosong', 'jalan', 'kirim', 'sayur', 'kosong', 'sebelumkirim', 'pesan']"
4587,5,positive,"['kualitas', 'buah', 'kirim', 'fresh', 'promo', 'giur']"
4588,5,positive,['puas']
4589,5,positive,"['coba', 'lengkap', 'sayur', 'buah', 'buhan', 'mantul']"
4590,5,positive,['okeyyy']
4591,5,positive,"['bagus', 'buah', 'sayursn', 'segar', 'banyak', 'promo', 'harga', 'murah']"
4592,5,positive,"['puas', 'banget', 'aplikasi', 'harga', 'murah', 'banget']"
4593,5,positive,"['buah', 'buah', 'fresh', 'manis']"
4594,5,positive,"['sesuai', 'pesananharga', 'murah', 'buah', 'pes', 'busuksemua', 'buah', 'segarsegar']"
4595,5,positive,"['buah', 'segar', 'murah', 'lgpuas', 'belanja']"
4596,5,positive,"['puas', 'blanja', 'segar', 'kualitas', 'okepackingnya', 'oke', 'potong', 'harga', 'lumayan']"
4597,5,positive,"['trimakasih', 'segaripengiriman', 'cepat', 'sempat', 'rusak', 'barang', 'tapi', 'ganti', 'vcr', 'kalau', 'telat', 'anter', 'dapat', 'ganti', 'vc', 'juga', 'respon', 'cs', 'bagus', 'kurir', 'ramah', 'sukses', 'terus', 'segar']"
4598,5,positive,"['packing', 'bagus', 'banget', 'produk', 'kualitas', 'bagus', 'harga', 'murahpokoknya', 'puas', 'belanja']"
4599,5,positive,"['kirim', 'cepetrespon', 'barang', 'cacat', 'benar', 'ganti']"
4600,5,positive,"['order', 'tunggu', 'pesan', 'esok', 'moga', 'hasil', 'muas', 'semngatt']"
4601,1,negative,"['kirim', 'lambattttttttttttt', 'bahan', 'segar', 'cs', 'slow', 'respon', 'kecewa', 'kasih', 'voucher', 'ngaruh', 'layan', 'tetap', 'buruk', 'otw', 'uninstal']"
4602,5,positive,"['kirim', 'ok', 'kualitas', 'barang', 'pesan', 'segar', 'segar', 'tahan', 'konsumen', 'puas']"
4603,5,positive,['mantul']
4604,5,positive,"['barang', 'bagus']"
4605,5,positive,['bantu']
4606,5,positive,"['barang', 'oke', 'segar', 'sok', 'fat', 'sok', 'good']"
4607,5,positive,"['segar', 'langgan']"
4608,5,positive,['hematmurahpraktis']
4609,5,positive,['ok']
4610,5,positive,"['mantull', 'segerseger']"
4611,5,positive,"['segarrr', 'moga', 'kualitas', 'fresh', 'banyak', 'promo']"
4612,5,positive,"['sayang', 'belum', 'akses', 'kab', 'bogor', 'batas', 'cisaukrumpin', 'order', 'titip', 'alamat', 'kerabat', 'bsd']"
4613,5,positive,"['buah', 'benar', 'segar', 'enak', 'manis', 'gratis', 'minyak', 'terima', 'kasih', 'segar']"
4614,5,positive,['oke']
4615,5,positive,"['mantulll', 'buah', 'segar']"
4616,5,positive,"['bantu', 'pasar']"
4617,4,positive,"['terima kasih', 'segarisemenjak', 'kenalkamu', 'suka', 'masak', 'bahan', 'masakan', 'ku', 'cepat', 'segar', 'suka', 'dapat', 'gratis', 'moga', 'depan', 'bantu', 'malas', 'belanja', 'masak']"
4618,4,positive,"['jadwal', 'kirim', 'bisa', 'cepat', 'max', 'jam']"
4619,5,positive,"['sesuai', 'pesananyasegar', 'ayam', 'sayur', 'nama', 'segaritrm', 'kasih']"
4620,5,positive,"['puas', 'banget', 'belanja', 'segar', 'enggak', 'pilih', 'bagus', 'plihin', 'baik', 'castemer', 'thank', 'segri']"
4621,5,positive,"['oke', 'minyak', 'goreng', 'ltr', 'gratis', 'ongkir']"
4622,5,positive,"['murah', 'bagus', 'buah', 'sayur', 'daging']"
4623,5,positive,"['keren', 'harga', 'kwalitasnya', 'juara']"
4624,5,positive,"['antar', 'barang', 'segar', 'sesuai', 'order']"
4625,5,positive,"['buah', 'sayur', 'products', 'fresh', 'kirim', 'ontime']"
4626,5,positive,"['tingkat', 'layan', 'jenis', 'jual', 'banyak']"
4627,5,positive,"['mantap', 'diskon', 'sudah']"
4628,5,positive,"['layan', 'bagus', 'and', 'ramah']"
4629,5,positive,"['puas', 'kirim', 'cepat']"
4630,5,positive,"['keren', 'produk', 'kualitas']"
4631,4,positive,"['kirim', 'cepatharga', 'terjangkautapi', 'belanja', 'anggur', 'biji', 'rusaknext', 'moga', 'lebih']"
4632,5,positive,"['thank', 'segar', 'puas', 'belanja', 'segar', 'produky', 'ok', 'bagus', 'semua', 'moga', 'makin', 'maju', 'terus', 'jadi', 'berkat', 'god', 'bless']"
4633,5,positive,"['excelentdgn', 'produk', 'layan']"
4634,5,positive,"['on', 'time', 'sesuai', 'sesuai', 'schedule']"
4635,5,positive,"['kualitas', 'jaga']"
4636,5,positive,"['belanja', 'segar', 'muas', 'barang', 'bagus', 'fresh', 'kurir', 'ramah', 'moga', 'sukses']"
4637,5,positive,"['suka', 'terimakasih']"
4638,5,positive,"['oke', 'banget']"
4639,5,positive,"['suka', 'belanja', 'seharicari', 'cari', 'harga', 'promo', 'hadiahbuah', 'sayur', 'sehat', 'ikan', 'ayam', 'daging', 'bagus', 'bagus']"
4640,5,positive,['mantulll']
4641,5,positive,"['barang', 'fresh']"
4642,5,positive,"['segar', 'bagus']"
4643,5,positive,[]
4644,5,positive,"['mantap', 'jamin', 'sayur', 'daging', 'segar', 'antar', 'rumah', 'bebas', 'ongkir', 'tingkat', 'kualitas', 'produk', 'segar']"
4645,5,positive,"['dari', 'sekian', 'belanja', 'online', 'coba', 'pandemic', 'segar', 'baik', 'dari', 'segi', 'harga', 'kualitas', 'tepat', 'antar', 'refund', 'voucher', 'cs', 'suka', 'cocok', 'moga', 'muas', 'cawak']"
4646,5,positive,['cakep']
4647,5,positive,"['produk', 'beli', 'bagus', 'semuanyaterimakasih', 'segaripasti', 'belanja']"
4648,5,positive,"['barang', 'bagus', 'moga', 'jaga', 'kualitas']"
4649,5,positive,[]
4650,5,positive,"['kirim', 'cepat', 'qualtynya', 'oke', 'banding', 'toko', 'belah']"
4651,5,positive,"['bantu', 'rumah', 'pasar', 'tukang', 'sayur', 'harga', 'mahal', 'free', 'ongkir', 'kualitas', 'sayur', 'bersih', 'segar', 'moga', 'tambah', 'butuh', 'rumah', 'tangga', 'sabun']"
4652,5,positive,"['belanja', 'simple']"
4653,5,positive,"['sangat', 'bantu', 'tingkat', 'terus', 'layan', 'untuk', 'lebih']"
4654,4,positive,['kualitas']
4655,5,positive,['bantu']
4656,5,positive,"['salah', 'kirim', 'kmarentapi', 'aman']"
4657,5,positive,"['oke', 'banget']"
4658,5,positive,"['mantapz', 'bangetzz']"
4659,5,positive,"['barang', 'segar']"
4660,5,positive,"['keren', 'pagi', 'bareng', 'produk', 'fresh', 'tapi', 'tadi', 'lupa', 'unboxing', 'beli', 'ayam', 'potong', 'trnyta', 'cuma', 'dapat', 'potong', 'sadar', 'pas', 'rebus', 'baru', 'lihat', 'kalau', 'kurang', 'potong', 'tapi', 'apa', 'packing', 'rapiiii', 'dan', 'aman', 'banget', 'keren', 'tunggu', 'promo']"
4661,5,positive,"['sayur', 'murah', 'segar', 'bonus']"
4662,5,positive,['ok']
4663,5,positive,"['puas', 'harga', 'ekonomis', 'kirim', 'cepat']"
4664,1,negative,"['bagus', 'barang', 'kecewa']"
4665,5,positive,"['app', 'bagusbelanja', 'gampang', 'praktisbelum', 'promo', 'menarikmakasi', 'segar']"
4666,5,positive,"['barang', 'fresh', 'tingkat', 'kirim', 'cepat']"
4667,5,positive,"['kirim', 'cepat', 'buah', 'segar']"
4668,5,positive,"['bagus', 'layan', 'kualitas', 'produk', 'okjd', 'senang', 'belanja', 'segar']"
4669,5,positive,"['pesan', 'cepat', 'sayur', 'segar']"
4670,5,positive,"['alhamdulillah', 'puas', 'belanja']"
4671,5,positive,"['harga', 'besty', 'produk', 'fresh', 'kemas', 'aman']"
4672,5,positive,['puas']
4673,5,positive,"['packing', 'rapi', 'produk', 'segar']"
4674,4,positive,"['produk', 'gardan', 'pelayananya', 'ramah']"
4675,5,positive,"['bagus', 'barang']"
4676,5,positive,"['promonya', 'harga', 'murah', 'saran', 'banyak', 'jenis', 'aayuran', 'ikan', 'eh', 'oncom']"
4677,5,positive,"['muantap', 'memuaskanbanyak', 'promo']"
4678,5,positive,"['barang', 'kirim', 'sesuai', 'pes']"
4679,5,positive,"['mantapdan', 'fresh']"
4680,5,positive,"['belanja', 'oline', 'sayur', 'puas', 'kualitas', 'bagus', 'bagus']"
4681,5,positive,"['bagus', 'bagus', 'buah', 'sayur']"
4682,5,positive,"['alhamdulillah', 'belanja', 'hemat', 'mudah', 'rumah', 'saat', 'pandemi', 'jazaakumullahu', 'khair']"
4683,5,positive,"['suka', 'banget', 'belanja', 'segar', 'daging', 'ikan', 'ayam', 'sayur', 'buah', 'enggak', 'repot', 'rumah', 'belanja', 'suka', 'voucher', 'kirim', 'telat', 'ganti', 'beripa', 'voucher', 'belanja', 'perlu', 'dapur', 'mudah', 'segar']"
4684,5,positive,"['download', 'pesan', 'serius', 'segar', 'kualitas']"
4685,5,positive,"['sayur', 'buah', 'an', 'gari', 'benar', 'segar', 'sesuai', 'nama', 'ragu', 'beli', 'butuh', 'dapur', 'juga', 'mudah', 'rumah', 'tangga', 'rumah', 'saat', 'pandemi', 'aplikasi', 'terimakasih', 'segar', 'jaga', 'kualitas', 'layan']"
4686,5,positive,"['cakep', 'antar']"
4687,5,positive,"['rekomended', 'bingitzbesok', 'pesan', 'ramah']"
4688,5,positive,"['bantu', 'sekaliad', 'sayur', 'mesti', 'supermarket', 'belinyasekarang', 'sudah', 'repot', 'lagitinggal', 'klik', 'inibesok', 'pagi', 'sampai', 'bayar', 'cod', 'sukses', 'hari', 'mitra', 'segar']"
4689,5,positive,"['promo', 'murah', 'produk', 'kualitas', 'gratis', 'ongkir', 'garansi', 'keren']"
4690,5,positive,"['kualitas', 'bagus']"
4691,5,positive,"['segar', 'segar', 'fresh']"
4692,5,positive,['antar']
4693,5,positive,['ok']
4694,5,positive,['ok']
4695,5,positive,['puas']
4696,5,positive,['bantu']
4697,5,positive,"['puas', 'banget', 'kwalitasnya', 'bagus']"
4698,5,positive,"['aplikasi', 'bagus']"
4699,5,positive,"['belanja', 'item', 'segar', 'fresh', 'kawan', 'rekomendasi', 'aplikasi', 'terima', 'kasih', 'segar']"
4700,5,positive,"['the', 'best', 'banget', 'segi', 'harga', 'kualitas', 'kirim', 'ontime', 'emas', 'ok', 'kurir', 'informatif', 'aplikasi', 'belanja', 'sayur', 'baik']"
4701,5,positive,"['segar', 'bersih', 'murah', 'promo', 'suka', 'voucher', 'potong', 'harga', 'free', 'ongkir', 'bantu', 'banget']"
4702,5,positive,"['keren', 'belanja', 'segar', 'barang', 'bersih', 'segar', 'sayur', 'enak', 'beda', 'pasar', 'antar', 'sangat', 'tanggung']"
4703,5,positive,"['baca', 'promosi', 'via', 'wa', 'langsung', 'proses', 'isi', 'data', 'dst', 'pesan', 'item', 'esok', 'hari', 'barang', 'pesan', 'terima', 'sesuai', 'jadwal', 'diiformasikan', 'pakai', 'sistem', 'cod', 'selesai', 'bayar', 'periksa', 'barang', 'pesan', 'puas', 'kualitas', 'barang', 'kotak', 'packing', 'bagus', 'mes', 'bonus', 'minyak', 'goreng', 'ukir', 'belanja', 'terima', 'kasih']"
4704,5,positive,"['produk', 'segar', 'harga', 'murah', 'ongkir', 'kirim', 'pagi', 'bantu', 'repot', 'pasar', 'segar', 'keren', 'deh']"
4705,5,positive,"['brngny', 'masih', 'fresh', 'dan', 'hrgany', 'jangkau']"
4706,5,positive,"['promo', 'semangat', 'belanja', 'hari']"
4707,5,positive,['puas']
4708,5,positive,"['puas', 'sayur', 'segar', 'kemas', 'rapi', 'on', 'time', 'thanks', 'sukses']"
4709,3,neutral,['bagus']
4710,4,positive,"['layan', 'baik']"
4711,5,positive,"['terima', 'kasih', 'segar', 'harga', 'murah', 'kualitas', 'super', 'market']"
4712,5,positive,"['bagusx', 'sayurbuahdaging', 'mantuuulll', 'pokok']"
4713,5,positive,"['sayur', 'segar']"
4714,5,positive,"['sok', 'far', 'sok', 'good']"
4715,5,positive,['bagus']
4716,5,positive,"['kali', 'belanja', 'segar', 'puas', 'kirim', 'barang', 'cepat', 'packingnya', 'bagus', 'safty', 'moga', 'depan']"
4717,5,positive,"['puas', 'barang', 'emas', 'kirim']"
4718,5,positive,"['bagus', 'busuk']"
4719,5,positive,"['bagus', 'segar']"
4720,5,positive,['mantap']
4721,5,positive,"['epak', 'kerenelegan', 'higienis']"
4722,5,positive,"['kualitas', 'bagus']"
4723,5,positive,"['sesal', 'belanja', 'segariga', 'becek', 'bayar', 'parkir', 'kayak', 'pasar']"
4724,5,positive,['mantap']
4725,5,positive,"['layan', 'cepat', 'komitmen', 'bagusproduk', 'kualitas']"
4726,1,negative,"['pesan', 'sayur', 'dll', 'janji', 'antar', 'jam', 'tunggu', 'datangdatang', 'jam', 'jam', 'bekerjatak', 'orang', 'rumahsudah', 'hubung', 'agen', 'call', 'centre', 'pesan', 'dapat', 'batal', 'agen', 'tinggal', 'pemberitahuan', 'kepada', 'kamibrg', 'bayar', 'agen', 'pemberitahuan', 'belanja', 'kasihan', 'agen', 'ganti', 'bayar', 'agennyakomunikasi', 'buruk', 'kapok']"
4727,5,positive,['sukses']
4728,5,positive,"['langgan', 'karena', 'garansi', 'wlopun', 'kemarin', 'sempat', 'kendala', 'pengirman', 'tapi', 'wajar', 'karena', 'membludaknya', 'corona', 'penuh', 'deh', 'itu', 'mesen', 'imbas', 'kirim', 'tapi', 'sekarang', 'sudah', 'normal', 'lagi', 'moga', 'baik', 'segar', 'toko', 'belah', 'kadang', 'ssh', 'komplennya', 'lamaa', 'respon']"
4729,5,positive,"['sayur', 'bagus', 'segar', 'harga', 'pasar', 'murah', 'dari', 'pasar', 'pagi']"
4730,5,positive,"['senang', 'belanja', 'segar']"
4731,5,positive,"['segar', 'is', 'the', 'best']"
4732,5,positive,"['murah', 'segar', 'sayur', 'buahnyagood']"
4733,5,positive,"['manfaat', 'bantu']"
4734,5,positive,"['sayur', 'segar']"
4735,5,positive,"['buah', 'sayur', 'segar', 'gratis', 'kirim', 'diskon', 'gratis', 'bantu', 'belanja', 'rumah']"
4736,5,positive,"['syukur', 'banget', 'belanja', 'disiniharga', 'bersahabatlebih', 'hemat']"
4737,5,positive,"['the', 'best', 'produk']"
4738,5,positive,"['bagus', 'segarrr']"
4739,5,positive,"['sayur', 'buah', 'segar', 'kemas', 'apik', 'terima kasih', 'segar']"
4740,5,positive,"['recommended', 'belanja', 'daging', 'sayur', 'fresh']"
4741,5,positive,['segar']
4742,5,positive,"['belanja', 'gari', 'senang']"
4743,5,positive,"['mantap', 'banget', 'sayur', 'buah', 'daging', 'kirim', 'segar']"
4744,5,positive,"['produk', 'segar', 'jamin']"
4745,5,positive,"['komplit', 'deh', 'sayur', 'daging', 'buah', 'kirim', 'gratis', 'ongkir']"
4746,5,positive,"['barang', 'bagusjaminan', 'puas', 'uang']"
4747,5,positive,"['wawww', 'layan', 'bagus', 'buah', 'segar', 'segar']"
4748,5,positive,['puas']
4749,5,positive,"['aplikasi', 'bantu', 'penuh', 'butuh', 'rumah', 'tangga', 'good', 'job']"
4750,5,positive,"['kirim', 'sayur', 'buah', 'segar', 'harga', 'mahal', 'pokok', 'senang', 'belanja']"
4751,5,positive,['segar']
4752,5,positive,"['mantap', 'barang', 'segar', 'murah', 'riah', 'free', 'ongkir', 'langsung', 'dari', 'sanah', 'kirim', 'frees', 'banget', 'pokokny', 'mantul']"
4753,5,positive,"['mantap', 'belanja', 'disinisemoga', 'sukses', 'segar']"
4754,5,positive,"['puaas', 'harga', 'murah', 'bareng', 'segar']"
4755,5,positive,['puas']
4756,5,positive,"['sayur', 'segar']"
4757,5,positive,"['buah', 'fresh']"
4758,5,positive,"['recomended', 'deh', 'sayur', 'segar', 'ayam', 'dapat', 'bonus', 'tingkat', 'mutu', 'moga', 'sukses', 'segar']"
4759,5,positive,[]
4760,5,positive,"['sayur', 'daging', 'segar']"
4761,5,positive,"['bantu', 'pandemi', 'order', 'hari', 'besok', 'pagi', 'datang', 'sayur', 'buah', 'daging', 'segar', 'fresh', 'segar', 'andal', 'keluarga']"
